C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_27_429.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_27_429.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_27_429.jpg, 0, 0, 0, 8.276501E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_27_534.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_27_534.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_27_534.jpg, 0, 0, 0, 7.803061E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_27_640.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_27_640.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_27_640.jpg, 0, 0, 0, 7.945787E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_27_745.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_27_745.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_27_745.jpg, 0, 0, 0, 7.836376E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_27_846.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_27_846.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_27_846.jpg, 0, 0, 0, 7.812311E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_27_950.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_27_950.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_27_950.jpg, 0, 0, 0, 7.816118E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_052.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_052.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_052.jpg, 0, 0, 0, 7.809413E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_155.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_155.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_155.jpg, 0, 0, 0, 7.867085E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_258.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_258.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_258.jpg, 0, 0, 0, 8.040853E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_363.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_363.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_363.jpg, 0, 0, 0, 7.854138E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_467.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_467.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_467.jpg, 0, 0, 0, 7.994889E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_572.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_572.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_572.jpg, 0, 0, 0, 7.817721E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_675.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_675.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_675.jpg, 0, 0, 0, 7.848009E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_777.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_777.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_777.jpg, 0, 0, 0, 7.804363E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_881.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_881.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_881.jpg, 0, 0, 0, 7.898763E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_28_982.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_28_982.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_28_982.jpg, 0, 0, 0, 8.093808E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_29_084.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_29_084.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_29_084.jpg, 0, 0, 0, 7.970458E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_29_186.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_29_186.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_29_186.jpg, 0, 0, 0, 7.911292E-05
C:\Self Drivig cars simulation Data\IMG\center_2023_07_07_13_39_29_290.jpg, C:\Self Drivig cars simulation Data\IMG\left_2023_07_07_13_39_29_290.jpg, C:\Self Drivig cars simulation Data\IMG\right_2023_07_07_13_39_29_290.jpg, 0, 0, 0, 7.899963E-05
